Date,Home Team,Away Team,Period,Clock,Home Team Skaters,Away Team Skaters,Home Team Goals,Away Team Goals,Team,Player,Event,X Coordinate,Y Coordinate,Detail 1,Detail 2,Detail 3,Detail 4,Player 2,X Coordinate 2,Y Coordinate 2,isin_ozone_for_home_team,isin_ozone_for_away_team,zone_entry_success,Position,is_forward,Entry_Type,Game,Dumped,Played,Carried,Y_coordinate_centered,us_powerplay,canada_powerplay
2023-11-08,Women - United States,Women - Canada,3,5:40,5,5,2,1,Women - United States,Britta Curl,Zone Entry,125,2,Dumped,,,,Ashton Bell,,,True,False,False,F,True,Dumped,2023-11-08,True,False,False,-40.5,0,0
2023-11-08,Women - United States,Women - Canada,3,5:05,5,5,2,1,Women - United States,Alex Carpenter,Zone Entry,126,7,Carried,,,,Erin Ambrose,,,True,False,False,F,True,Carried,2023-11-08,False,False,True,-35.5,0,0
2023-11-08,Women - United States,Women - Canada,3,4:57,5,5,2,1,Women - Canada,Kristin O'Neill,Zone Entry,125,82,Played,,,,Haley Winn,,,False,True,True,F,True,Played,2023-11-08,False,True,False,39.5,0,0
2023-11-08,Women - United States,Women - Canada,3,4:44,5,5,2,1,Women - United States,Hannah Bilka,Zone Entry,125,81,Carried,,,,Ella Shelton,,,True,False,True,F,True,Carried,2023-11-08,False,False,True,38.5,0,0
2023-11-08,Women - United States,Women - Canada,3,3:34,5,5,2,1,Women - Canada,Marie-Philip Poulin,Zone Entry,124,74,Played,,,,Megan Keller,,,False,True,False,F,True,Played,2023-11-08,False,True,False,31.5,0,0
2023-11-08,Women - United States,Women - Canada,3,3:26,5,5,2,1,Women - United States,Lacey Eden,Zone Entry,126,3,Carried,,,,Jamie Bourbonnais,,,True,False,True,F,True,Carried,2023-11-08,False,False,True,-39.5,0,0
2023-11-08,Women - United States,Women - Canada,3,3:00,5,5,2,1,Women - United States,Haley Winn,Zone Entry,125,23,Dumped,,,,Jamie Bourbonnais,,,True,False,False,D,False,Dumped,2023-11-08,True,False,False,-19.5,0,0
2023-11-08,Women - United States,Women - Canada,3,2:37,5,5,2,1,Women - United States,Kelly Pannek,Zone Entry,126,35,Carried,,,,Erin Ambrose,,,True,False,True,F,True,Carried,2023-11-08,False,False,True,-7.5,0,0
2023-11-08,Women - United States,Women - Canada,3,2:10,5,5,2,1,Women - Canada,Emily Clark,Zone Entry,125,8,Dumped,,,,Cayla Barnes,,,False,True,False,F,True,Dumped,2023-11-08,True,False,False,-34.5,0,0
2023-11-08,Women - United States,Women - Canada,3,2:04,5,5,2,1,Women - United States,Abbey Murphy,Zone Entry,125,81,Dumped,,,,Jocelyne Larocque,,,True,False,False,F,True,Dumped,2023-11-08,True,False,False,38.5,0,0
2023-11-08,Women - United States,Women - Canada,3,1:53,5,5,2,1,Women - Canada,Blayre Turnbull,Zone Entry,124,83,Dumped,,,,Savannah Harmon,,,False,True,False,F,True,Dumped,2023-11-08,True,False,False,40.5,0,0
2023-11-08,Women - United States,Women - Canada,3,1:40,5,5,2,1,Women - Canada,Blayre Turnbull,Zone Entry,124,82,Carried,,,,Savannah Harmon,,,False,True,False,F,True,Carried,2023-11-08,False,False,True,39.5,0,0
2023-11-08,Women - United States,Women - Canada,3,1:23,5,5,2,1,Women - United States,Alex Carpenter,Zone Entry,125,55,Carried,,,,Renata Fast,,,True,False,True,F,True,Carried,2023-11-08,False,False,True,12.5,0,0
2023-11-08,Women - United States,Women - Canada,3,1:16,5,5,3,1,Women - Canada,Sarah Fillier,Zone Entry,124,19,Dumped,,,,Savannah Harmon,,,False,True,False,F,True,Dumped,2023-11-08,True,False,False,-23.5,0,0
2023-11-08,Women - United States,Women - Canada,3,1:06,5,5,3,1,Women - United States,Abbey Murphy,Zone Entry,125,76,Played,,,,Jamie Bourbonnais,,,True,False,False,F,True,Played,2023-11-08,False,True,False,33.5,0,0
2023-11-08,Women - United States,Women - Canada,3,0:55,5,5,3,1,Women - United States,Taylor Heise,Zone Entry,126,42,Carried,,,,Jamie Bourbonnais,,,True,False,True,F,True,Carried,2023-11-08,False,False,True,-0.5,0,0
2023-11-08,Women - United States,Women - Canada,3,0:45,5,5,3,1,Women - Canada,Kristin O'Neill,Zone Entry,125,25,Carried,,,,Cayla Barnes,,,False,True,False,F,True,Carried,2023-11-08,False,False,True,-17.5,0,0
2023-11-11,Women - United States,Women - Canada,1,19:46,5,5,0,0,Women - Canada,Sarah Nurse,Zone Entry,125,0,Dumped,,,,Haley Winn,,,False,True,False,F,True,Dumped,2023-11-11,True,False,False,-42.5,0,0
2023-11-11,Women - United States,Women - Canada,1,19:35,5,5,0,0,Women - United States,Abbey Murphy,Zone Entry,125,5,Carried,,,,Erin Ambrose,,,True,False,True,F,True,Carried,2023-11-11,False,False,True,-37.5,0,0
2023-11-11,Women - United States,Women - Canada,1,19:12,5,5,0,0,Women - Canada,Erin Ambrose,Zone Entry,124,45,Dumped,,,,Megan Keller,,,False,True,False,D,False,Dumped,2023-11-11,True,False,False,2.5,0,0
2023-11-11,Women - United States,Women - Canada,1,18:47,5,5,0,0,Women - Canada,Emma Maltais,Zone Entry,124,80,Carried,,,,Rory Guilday,,,False,True,True,F,True,Carried,2023-11-11,False,False,True,37.5,0,0
2023-11-11,Women - United States,Women - Canada,1,18:03,4,5,0,0,Women - Canada,Marie-Philip Poulin,Zone Entry,125,10,Carried,,,,Megan Keller,,,False,True,False,F,True,Carried,2023-11-11,False,False,True,-32.5,0,1
2023-11-11,Women - United States,Women - Canada,1,17:41,4,5,0,0,Women - Canada,Kristin O'Neill,Zone Entry,125,81,Carried,,,,Cayla Barnes,,,False,True,False,F,True,Carried,2023-11-11,False,False,True,38.5,0,1
2023-11-11,Women - United States,Women - Canada,1,17:20,4,5,0,0,Women - Canada,Ella Shelton,Zone Entry,124,80,Carried,,,,Haley Winn,,,False,True,False,D,False,Carried,2023-11-11,False,False,True,37.5,0,1
2023-11-11,Women - United States,Women - Canada,1,16:56,4,5,0,0,Women - United States,Haley Winn,Zone Entry,126,79,Dumped,,,,Ella Shelton,,,True,False,False,D,False,Dumped,2023-11-11,True,False,False,36.5,0,1
2023-11-11,Women - United States,Women - Canada,1,16:47,4,5,0,0,Women - Canada,Renata Fast,Zone Entry,125,81,Carried,,,,Haley Winn,,,False,True,True,D,False,Carried,2023-11-11,False,False,True,38.5,0,1
2023-11-11,Women - United States,Women - Canada,1,15:19,5,5,0,0,Women - United States,Hilary Knight,Zone Entry,126,4,Carried,,,,Ashton Bell,,,True,False,False,F,True,Carried,2023-11-11,False,False,True,-38.5,0,0
2023-11-11,Women - United States,Women - Canada,1,14:50,5,5,0,0,Women - Canada,Sarah Fillier,Zone Entry,125,19,Dumped,,,,Megan Keller,,,False,True,False,F,True,Dumped,2023-11-11,True,False,False,-23.5,0,0
2023-11-11,Women - United States,Women - Canada,1,14:27,5,5,0,0,Women - Canada,Kristin O'Neill,Zone Entry,124,15,Carried,,,,Megan Keller,,,False,True,False,F,True,Carried,2023-11-11,False,False,True,-27.5,0,0
2023-11-11,Women - United States,Women - Canada,1,14:20,5,5,0,0,Women - United States,Hannah Bilka,Zone Entry,126,79,Carried,,,,Ella Shelton,,,True,False,False,F,True,Carried,2023-11-11,False,False,True,36.5,0,0
2023-11-11,Women - United States,Women - Canada,1,14:13,5,5,0,0,Women - Canada,Emma Maltais,Zone Entry,125,8,Carried,,,,Megan Keller,,,False,True,False,F,True,Carried,2023-11-11,False,False,True,-34.5,0,0
2023-11-11,Women - United States,Women - Canada,1,14:04,5,5,0,0,Women - United States,Abby Roque,Zone Entry,126,5,Carried,,,,Renata Fast,,,True,False,False,F,True,Carried,2023-11-11,False,False,True,-37.5,0,0
2023-11-11,Women - United States,Women - Canada,1,13:52,5,5,0,0,Women - Canada,Jocelyne Larocque,Zone Entry,125,32,Played,,,,Natalie Buchbinder,,,False,True,False,D,False,Played,2023-11-11,False,True,False,-10.5,0,0
2023-11-11,Women - United States,Women - Canada,1,13:44,5,5,0,0,Women - United States,Britta Curl,Zone Entry,126,3,Carried,,,,Renata Fast,,,True,False,False,F,True,Carried,2023-11-11,False,False,True,-39.5,0,0
2023-11-11,Women - United States,Women - Canada,1,12:42,5,5,0,0,Women - United States,Cayla Barnes,Zone Entry,126,10,Dumped,,,,Jamie Bourbonnais,,,True,False,False,D,False,Dumped,2023-11-11,True,False,False,-32.5,0,0
2023-11-11,Women - United States,Women - Canada,1,12:34,5,5,0,0,Women - Canada,Kristin O'Neill,Zone Entry,124,81,Dumped,,,,Cayla Barnes,,,False,True,False,F,True,Dumped,2023-11-11,True,False,False,38.5,0,0
2023-11-11,Women - United States,Women - Canada,1,12:23,5,5,0,0,Women - United States,Taylor Heise,Zone Entry,126,81,Dumped,,,,Ashton Bell,,,True,False,True,F,True,Dumped,2023-11-11,True,False,False,38.5,0,0
2023-11-11,Women - United States,Women - Canada,1,11:14,5,5,0,0,Women - United States,Alex Carpenter,Zone Entry,126,58,Carried,,,,Ella Shelton,,,True,False,True,F,True,Carried,2023-11-11,False,False,True,15.5,0,0
2023-11-11,Women - United States,Women - Canada,1,10:48,5,5,0,0,Women - Canada,Blayre Turnbull,Zone Entry,125,81,Dumped,,,,Rory Guilday,,,False,True,False,F,True,Dumped,2023-11-11,True,False,False,38.5,0,0
2023-11-11,Women - United States,Women - Canada,1,10:36,5,5,0,0,Women - United States,Rory Guilday,Zone Entry,125,17,Carried,,,,Renata Fast,,,True,False,False,D,False,Carried,2023-11-11,False,False,True,-25.5,0,0
2023-11-11,Women - United States,Women - Canada,1,10:13,5,5,0,0,Women - United States,Lacey Eden,Zone Entry,126,5,Dumped,,,,Erin Ambrose,,,True,False,False,F,True,Dumped,2023-11-11,True,False,False,-37.5,0,0
2023-11-11,Women - United States,Women - Canada,1,9:28,5,5,0,0,Women - Canada,Kristin O'Neill,Zone Entry,125,9,Carried,,,,Cayla Barnes,,,False,True,False,F,True,Carried,2023-11-11,False,False,True,-33.5,0,0
2023-11-11,Women - United States,Women - Canada,1,9:19,5,5,0,0,Women - United States,Taylor Heise,Zone Entry,125,4,Carried,,,,Jamie Bourbonnais,,,True,False,True,F,True,Carried,2023-11-11,False,False,True,-38.5,0,0
2023-11-11,Women - United States,Women - Canada,1,8:59,5,5,0,0,Women - United States,Grace Zumwinkle,Zone Entry,125,79,Carried,,,,Jamie Bourbonnais,,,True,False,False,F,True,Carried,2023-11-11,False,False,True,36.5,0,0
2023-11-11,Women - United States,Women - Canada,1,8:48,5,5,0,0,Women - Canada,Laura Stacey,Zone Entry,125,80,Carried,,,,Haley Winn,,,False,True,True,F,True,Carried,2023-11-11,False,False,True,37.5,0,0
2023-11-11,Women - United States,Women - Canada,1,8:34,5,5,0,0,Women - United States,Hayley Scamurra,Zone Entry,126,74,Dumped,,,,Jocelyne Larocque,,,True,False,False,F,True,Dumped,2023-11-11,True,False,False,31.5,0,0
2023-11-11,Women - United States,Women - Canada,1,8:24,5,5,0,0,Women - Canada,Sarah Nurse,Zone Entry,124,66,Carried,,,,Savannah Harmon,,,False,True,False,F,True,Carried,2023-11-11,False,False,True,23.5,0,0
2023-11-11,Women - United States,Women - Canada,1,8:03,5,5,0,0,Women - Canada,Jocelyne Larocque,Zone Entry,124,78,Played,,,,Savannah Harmon,,,False,True,False,D,False,Played,2023-11-11,False,True,False,35.5,0,0
2023-11-11,Women - United States,Women - Canada,1,7:47,5,5,0,0,Women - United States,Alex Carpenter,Zone Entry,125,30,Carried,,,,Erin Ambrose,,,True,False,True,F,True,Carried,2023-11-11,False,False,True,-12.5,0,0
2023-11-11,Women - United States,Women - Canada,1,7:29,5,5,0,0,Women - Canada,Ella Shelton,Zone Entry,125,79,Carried,,,,Megan Keller,,,False,True,False,D,False,Carried,2023-11-11,False,False,True,36.5,0,0
2023-11-11,Women - United States,Women - Canada,1,7:14,5,5,0,0,Women - United States,Gabbie Hughes,Zone Entry,126,48,Played,,,,Sophie Jaques,,,True,False,False,F,True,Played,2023-11-11,False,True,False,5.5,0,0
2023-11-11,Women - United States,Women - Canada,1,6:47,5,5,0,0,Women - Canada,Sophie Jaques,Zone Entry,125,80,Carried,,,,Cayla Barnes,,,False,True,True,D,False,Carried,2023-11-11,False,False,True,37.5,0,0
2023-11-11,Women - United States,Women - Canada,1,6:32,5,5,0,0,Women - Canada,Ashton Bell,Zone Entry,125,81,Dumped,,,,Haley Winn,,,False,True,False,D,False,Dumped,2023-11-11,True,False,False,38.5,0,0
2023-11-11,Women - United States,Women - Canada,1,6:07,5,5,0,0,Women - Canada,Brianne Jenner,Zone Entry,124,2,Dumped,,,,Savannah Harmon,,,False,True,False,F,True,Dumped,2023-11-11,True,False,False,-40.5,0,0
2023-11-11,Women - United States,Women - Canada,1,5:53,5,5,0,0,Women - Canada,Emily Clark,Zone Entry,125,3,Dumped,,,,Savannah Harmon,,,False,True,False,F,True,Dumped,2023-11-11,True,False,False,-39.5,0,0
2023-11-11,Women - United States,Women - Canada,1,5:39,5,5,0,0,Women - United States,Abbey Murphy,Zone Entry,125,67,Dumped,,,,Erin Ambrose,,,True,False,False,F,True,Dumped,2023-11-11,True,False,False,24.5,0,0
2023-11-11,Women - United States,Women - Canada,1,5:29,5,5,0,0,Women - Canada,Kristin O'Neill,Zone Entry,124,45,Dumped,,,,Megan Keller,,,False,True,False,F,True,Dumped,2023-11-11,True,False,False,2.5,0,0
2023-11-11,Women - United States,Women - Canada,1,5:10,5,5,0,0,Women - United States,Kelly Pannek,Zone Entry,126,4,Carried,,,,Jamie Bourbonnais,,,True,False,True,F,True,Carried,2023-11-11,False,False,True,-38.5,0,0
2023-11-11,Women - United States,Women - Canada,1,4:58,5,5,0,0,Women - Canada,Sarah Nurse,Zone Entry,124,71,Carried,,,,Haley Winn,,,False,True,True,F,True,Carried,2023-11-11,False,False,True,28.5,0,0
2023-11-11,Women - United States,Women - Canada,1,4:13,5,4,0,0,Women - United States,Taylor Heise,Zone Entry,126,31,Played,,,,Renata Fast,,,True,False,False,F,True,Played,2023-11-11,False,True,False,-11.5,1,0
2023-11-11,Women - United States,Women - Canada,1,3:59,5,4,0,0,Women - Canada,Emily Clark,Zone Entry,124,80,Dumped,,,,Haley Winn,,,False,True,False,F,True,Dumped,2023-11-11,True,False,False,37.5,1,0
2023-11-11,Women - United States,Women - Canada,1,3:41,5,4,0,0,Women - United States,Abby Roque,Zone Entry,125,15,Carried,,,,Ella Shelton,,,True,False,True,F,True,Carried,2023-11-11,False,False,True,-27.5,1,0
2023-11-11,Women - United States,Women - Canada,1,2:47,5,3,0,0,Women - United States,Hilary Knight,Zone Entry,125,12,Carried,,,,Erin Ambrose,,,True,False,True,F,True,Carried,2023-11-11,False,False,True,-30.5,1,0
2023-11-11,Women - United States,Women - Canada,1,2:37,5,4,1,0,Women - United States,Gabbie Hughes,Zone Entry,125,83,Dumped,,,,Renata Fast,,,True,False,False,F,True,Dumped,2023-11-11,True,False,False,40.5,1,0
2023-11-11,Women - United States,Women - Canada,1,2:23,5,4,1,0,Women - United States,Abbey Murphy,Zone Entry,125,82,Dumped,,,,Jocelyne Larocque,,,True,False,False,F,True,Dumped,2023-11-11,True,False,False,39.5,1,0
2023-11-11,Women - United States,Women - Canada,1,2:09,5,4,1,0,Women - Canada,Renata Fast,Zone Entry,125,80,Carried,,,,Haley Winn,,,False,True,True,D,False,Carried,2023-11-11,False,False,True,37.5,1,0
2023-11-11,Women - United States,Women - Canada,1,1:53,5,4,1,0,Women - United States,Lacey Eden,Zone Entry,125,81,Carried,,,,Erin Ambrose,,,True,False,True,F,True,Carried,2023-11-11,False,False,True,38.5,1,0
2023-11-11,Women - United States,Women - Canada,1,1:46,5,4,1,0,Women - Canada,Laura Stacey,Zone Entry,124,79,Carried,,,,Savannah Harmon,,,False,True,True,F,True,Carried,2023-11-11,False,False,True,36.5,1,0
2023-11-11,Women - United States,Women - Canada,1,1:19,5,5,1,0,Women - Canada,Blayre Turnbull,Zone Entry,124,79,Dumped,,,,Rory Guilday,,,False,True,True,F,True,Dumped,2023-11-11,True,False,False,36.5,0,0
2023-11-11,Women - United States,Women - Canada,1,0:37,5,5,1,0,Women - Canada,Jocelyne Larocque,Zone Entry,124,81,Dumped,,,,Megan Keller,,,False,True,False,D,False,Dumped,2023-11-11,True,False,False,38.5,0,0
2023-11-11,Women - United States,Women - Canada,1,0:24,5,5,1,0,Women - United States,Grace Zumwinkle,Zone Entry,126,78,Carried,,,,Ella Shelton,,,True,False,True,F,True,Carried,2023-11-11,False,False,True,35.5,0,0
2023-11-11,Women - United States,Women - Canada,2,19:58,5,5,1,0,Women - Canada,Sarah Nurse,Zone Entry,125,27,Dumped,,,,Megan Keller,,,False,True,False,F,True,Dumped,2023-11-11,True,False,False,-15.5,0,0
2023-11-11,Women - United States,Women - Canada,2,19:42,5,5,1,0,Women - United States,Abbey Murphy,Zone Entry,125,72,Dumped,,,,Jocelyne Larocque,,,True,False,True,F,True,Dumped,2023-11-11,True,False,False,29.5,0,0
2023-11-11,Women - United States,Women - Canada,2,19:14,5,5,1,0,Women - Canada,Ella Shelton,Zone Entry,126,44,Carried,,,,Cayla Barnes,,,False,True,True,D,False,Carried,2023-11-11,False,False,True,1.5,0,0
2023-11-11,Women - United States,Women - Canada,2,19:07,5,5,1,0,Women - United States,Abby Roque,Zone Entry,125,76,Carried,,,,Erin Ambrose,,,True,False,True,F,True,Carried,2023-11-11,False,False,True,33.5,0,0
2023-11-11,Women - United States,Women - Canada,2,18:47,5,5,1,0,Women - Canada,Sarah Fillier,Zone Entry,126,54,Dumped,,,,Rory Guilday,,,False,True,False,F,True,Dumped,2023-11-11,True,False,False,11.5,0,0
2023-11-11,Women - United States,Women - Canada,2,18:23,5,4,1,0,Women - Canada,Renata Fast,Zone Entry,126,59,Carried,,,,Cayla Barnes,,,False,True,True,D,False,Carried,2023-11-11,False,False,True,16.5,1,0
2023-11-11,Women - United States,Women - Canada,2,17:56,5,4,1,0,Women - Canada,Laura Stacey,Zone Entry,126,7,Carried,,,,Cayla Barnes,,,False,True,True,F,True,Carried,2023-11-11,False,False,True,-35.5,1,0
2023-11-11,Women - United States,Women - Canada,2,17:32,5,4,1,1,Women - United States,Taylor Heise,Zone Entry,124,79,Carried,,,,Ella Shelton,,,True,False,True,F,True,Carried,2023-11-11,False,False,True,36.5,1,0
2023-11-11,Women - United States,Women - Canada,2,16:46,4,4,1,1,Women - Canada,Jocelyne Larocque,Zone Entry,125,6,Carried,,,,Savannah Harmon,,,False,True,False,D,False,Carried,2023-11-11,False,False,True,-36.5,0,0
2023-11-11,Women - United States,Women - Canada,2,16:32,4,5,1,1,Women - Canada,Erin Ambrose,Zone Entry,126,7,Carried,,,,Savannah Harmon,,,False,True,True,D,False,Carried,2023-11-11,False,False,True,-35.5,0,1
2023-11-11,Women - United States,Women - Canada,2,15:37,4,5,1,1,Women - Canada,Sarah Fillier,Zone Entry,126,77,Carried,,,,Rory Guilday,,,False,True,True,F,True,Carried,2023-11-11,False,False,True,34.5,0,1
2023-11-11,Women - United States,Women - Canada,2,14:58,5,5,1,1,Women - Canada,Jamie Lee Rattray,Zone Entry,125,83,Dumped,,,,Megan Keller,,,False,True,False,F,True,Dumped,2023-11-11,True,False,False,40.5,0,0
2023-11-11,Women - United States,Women - Canada,2,14:24,5,5,1,1,Women - Canada,Sophie Jaques,Zone Entry,126,78,Played,,,,Megan Keller,,,False,True,False,D,False,Played,2023-11-11,False,True,False,35.5,0,0
2023-11-11,Women - United States,Women - Canada,2,14:13,5,5,1,1,Women - Canada,Laura Stacey,Zone Entry,125,84,Dumped,,,,Megan Keller,,,False,True,True,F,True,Dumped,2023-11-11,True,False,False,41.5,0,0
2023-11-11,Women - United States,Women - Canada,2,13:54,5,5,1,1,Women - United States,Hannah Bilka,Zone Entry,125,56,Carried,,,,Ashton Bell,,,True,False,True,F,True,Carried,2023-11-11,False,False,True,13.5,0,0
2023-11-11,Women - United States,Women - Canada,2,13:26,5,5,1,1,Women - Canada,Kristin O'Neill,Zone Entry,126,2,Carried,,,,Haley Winn,,,False,True,False,F,True,Carried,2023-11-11,False,False,True,-40.5,0,0
2023-11-11,Women - United States,Women - Canada,2,12:51,5,5,1,1,Women - Canada,Marie-Philip Poulin,Zone Entry,126,53,Dumped,,,,Megan Keller,,,False,True,False,F,True,Dumped,2023-11-11,True,False,False,10.5,0,0
2023-11-11,Women - United States,Women - Canada,2,12:24,5,5,1,1,Women - United States,Abbey Murphy,Zone Entry,125,71,Dumped,,,,Sophie Jaques,,,True,False,False,F,True,Dumped,2023-11-11,True,False,False,28.5,0,0
2023-11-11,Women - United States,Women - Canada,2,11:51,5,5,1,1,Women - United States,Rory Guilday,Zone Entry,125,83,Dumped,,,,Jamie Bourbonnais,,,True,False,False,D,False,Dumped,2023-11-11,True,False,False,40.5,0,0
2023-11-11,Women - United States,Women - Canada,2,11:14,5,5,1,1,Women - United States,Alex Carpenter,Zone Entry,124,46,Carried,,,,Jamie Bourbonnais,,,True,False,True,F,True,Carried,2023-11-11,False,False,True,3.5,0,0
2023-11-11,Women - United States,Women - Canada,2,10:50,5,5,1,1,Women - Canada,Jocelyne Larocque,Zone Entry,125,84,Dumped,,,,Megan Keller,,,False,True,True,D,False,Dumped,2023-11-11,True,False,False,41.5,0,0
2023-11-11,Women - United States,Women - Canada,2,10:19,5,5,1,1,Women - United States,Alex Carpenter,Zone Entry,125,71,Carried,,,,Ella Shelton,,,True,False,False,F,True,Carried,2023-11-11,False,False,True,28.5,0,0
2023-11-11,Women - United States,Women - Canada,2,10:09,5,5,1,1,Women - Canada,Ella Shelton,Zone Entry,126,6,Carried,,,,Rory Guilday,,,False,True,False,D,False,Carried,2023-11-11,False,False,True,-36.5,0,0
2023-11-11,Women - United States,Women - Canada,2,9:53,5,5,1,1,Women - United States,Hayley Scamurra,Zone Entry,124,83,Carried,,,,Sophie Jaques,,,True,False,False,F,True,Carried,2023-11-11,False,False,True,40.5,0,0
2023-11-11,Women - United States,Women - Canada,2,9:29,5,5,1,1,Women - Canada,Emily Clark,Zone Entry,125,12,Played,,,,Cayla Barnes,,,False,True,True,F,True,Played,2023-11-11,False,True,False,-30.5,0,0
2023-11-11,Women - United States,Women - Canada,2,9:16,5,5,1,1,Women - United States,Gabbie Hughes,Zone Entry,124,19,Carried,,,,Jamie Bourbonnais,,,True,False,False,F,True,Carried,2023-11-11,False,False,True,-23.5,0,0
2023-11-11,Women - United States,Women - Canada,2,7:43,5,5,2,1,Women - Canada,Jessie Eldridge,Zone Entry,125,5,Dumped,,,,Rory Guilday,,,False,True,False,F,True,Dumped,2023-11-11,True,False,False,-37.5,0,0
2023-11-11,Women - United States,Women - Canada,2,7:21,4,5,2,1,Women - Canada,Renata Fast,Zone Entry,125,83,Dumped,,,,Megan Keller,,,False,True,False,D,False,Dumped,2023-11-11,True,False,False,40.5,0,1
2023-11-11,Women - United States,Women - Canada,2,6:24,4,5,2,1,Women - Canada,Emily Clark,Zone Entry,126,17,Carried,,,,Haley Winn,,,False,True,True,F,True,Carried,2023-11-11,False,False,True,-25.5,0,1
2023-11-11,Women - United States,Women - Canada,2,5:16,5,5,2,1,Women - Canada,Jocelyne Larocque,Zone Entry,126,4,Dumped,,,,Savannah Harmon,,,False,True,False,D,False,Dumped,2023-11-11,True,False,False,-38.5,0,0
2023-11-11,Women - United States,Women - Canada,2,5:06,5,5,2,1,Women - Canada,Jessie Eldridge,Zone Entry,125,21,Played,,,,Cayla Barnes,,,False,True,False,F,True,Played,2023-11-11,False,True,False,-21.5,0,0
2023-11-11,Women - United States,Women - Canada,2,3:53,5,5,3,1,Women - Canada,Emma Maltais,Zone Entry,125,5,Carried,,,,Savannah Harmon,,,False,True,True,F,True,Carried,2023-11-11,False,False,True,-37.5,0,0
2023-11-11,Women - United States,Women - Canada,2,3:26,5,5,3,1,Women - United States,Abbey Murphy,Zone Entry,125,82,Played,,,,Ashton Bell,,,True,False,False,F,True,Played,2023-11-11,False,True,False,39.5,0,0
2023-11-11,Women - United States,Women - Canada,2,3:16,5,5,3,1,Women - Canada,Ashton Bell,Zone Entry,125,67,Carried,,,,Savannah Harmon,,,False,True,True,D,False,Carried,2023-11-11,False,False,True,24.5,0,0
2023-11-11,Women - United States,Women - Canada,2,1:36,5,5,3,1,Women - Canada,Ashton Bell,Zone Entry,126,47,Played,,,,Megan Keller,,,False,True,False,D,False,Played,2023-11-11,False,True,False,4.5,0,0
2023-11-11,Women - United States,Women - Canada,2,1:24,5,5,3,1,Women - United States,Britta Curl,Zone Entry,124,68,Dumped,,,,Ashton Bell,,,True,False,False,F,True,Dumped,2023-11-11,True,False,False,25.5,0,0
2023-11-11,Women - United States,Women - Canada,2,0:02,5,4,3,1,Women - United States,Taylor Heise,Zone Entry,124,80,Carried,,,,Jocelyne Larocque,,,True,False,False,F,True,Carried,2023-11-11,False,False,True,37.5,1,0
2023-11-11,Women - United States,Women - Canada,3,19:57,5,4,3,1,Women - United States,Haley Winn,Zone Entry,126,83,Dumped,,,,Jocelyne Larocque,,,True,False,False,D,False,Dumped,2023-11-11,True,False,False,40.5,1,0
2023-11-11,Women - United States,Women - Canada,3,19:38,5,4,3,1,Women - United States,Haley Winn,Zone Entry,127,5,Played,,,,Renata Fast,,,True,False,False,D,False,Played,2023-11-11,False,True,False,-37.5,1,0
2023-11-11,Women - United States,Women - Canada,3,18:41,5,4,3,1,Women - United States,Alex Carpenter,Zone Entry,126,6,Dumped,,,,Jamie Bourbonnais,,,True,False,False,F,True,Dumped,2023-11-11,True,False,False,-36.5,1,0
2023-11-11,Women - United States,Women - Canada,3,18:10,5,5,3,1,Women - Canada,Sarah Nurse,Zone Entry,124,74,Played,,,,Cayla Barnes,,,False,True,True,F,True,Played,2023-11-11,False,True,False,31.5,0,0
2023-11-11,Women - United States,Women - Canada,3,17:21,5,5,3,2,Women - Canada,Jamie Lee Rattray,Zone Entry,125,6,Carried,,,,Savannah Harmon,,,False,True,True,F,True,Carried,2023-11-11,False,False,True,-36.5,0,0
2023-11-11,Women - United States,Women - Canada,3,16:58,5,5,3,2,Women - United States,Haley Winn,Zone Entry,125,79,Dumped,,,,Ashton Bell,,,True,False,False,D,False,Dumped,2023-11-11,True,False,False,36.5,0,0
2023-11-11,Women - United States,Women - Canada,3,16:33,5,5,4,2,Women - Canada,Renata Fast,Zone Entry,123,50,Dumped,,,,Savannah Harmon,,,False,True,False,D,False,Dumped,2023-11-11,True,False,False,7.5,0,0
2023-11-11,Women - United States,Women - Canada,3,16:03,5,5,4,2,Women - Canada,Blayre Turnbull,Zone Entry,125,45,Carried,,,,Megan Keller,,,False,True,False,F,True,Carried,2023-11-11,False,False,True,2.5,0,0
2023-11-11,Women - United States,Women - Canada,3,15:53,5,5,4,2,Women - United States,Abby Roque,Zone Entry,126,34,Carried,,,,Jocelyne Larocque,,,True,False,False,F,True,Carried,2023-11-11,False,False,True,-8.5,0,0
2023-11-11,Women - United States,Women - Canada,3,15:48,5,5,4,2,Women - United States,Hannah Bilka,Zone Entry,126,4,Dumped,,,,Sophie Jaques,,,True,False,False,F,True,Dumped,2023-11-11,True,False,False,-38.5,0,0
2023-11-11,Women - United States,Women - Canada,3,14:31,5,5,4,2,Women - United States,Kelly Pannek,Zone Entry,125,6,Played,,,,Renata Fast,,,True,False,True,F,True,Played,2023-11-11,False,True,False,-36.5,0,0
2023-11-11,Women - United States,Women - Canada,3,14:12,5,5,4,2,Women - Canada,Renata Fast,Zone Entry,125,33,Carried,,,,Megan Keller,,,False,True,True,D,False,Carried,2023-11-11,False,False,True,-9.5,0,0
2023-11-11,Women - United States,Women - Canada,3,13:59,5,5,4,2,Women - United States,Gabbie Hughes,Zone Entry,126,6,Carried,,,,Jocelyne Larocque,,,True,False,False,F,True,Carried,2023-11-11,False,False,True,-36.5,0,0
