Intercept,Period_1,Period_2,Period_3,Entry_Type_Carried,Entry_Type_Dumped,Entry_Type_Played,Team_Women - Canada,Team_Women - United States,Y_coordinate_centered,player_id,zone_entry_success,us_powerplay,canada_powerplay
1,0,1,0,1,0,0,1,0,31.5,36,True,0,1
1,0,1,0,0,1,0,1,0,-42.5,5,True,0,1
1,0,1,0,0,1,0,0,1,-40.5,21,False,0,0
1,0,1,0,0,1,0,1,0,-8.5,13,False,0,0
1,0,1,0,1,0,0,1,0,31.5,37,True,0,1
1,0,1,0,1,0,0,1,0,37.5,13,True,0,1
1,0,1,0,0,1,0,0,1,40.5,47,True,0,0
1,0,1,0,1,0,0,0,1,-24.5,1,False,0,0
1,0,1,0,0,1,0,0,1,35.5,0,False,0,0
1,0,1,0,0,1,0,0,1,-40.5,2,False,0,0
1,0,1,0,1,0,0,1,0,40.5,12,True,0,0
1,0,1,0,0,1,0,0,1,-40.5,41,False,0,0
1,0,1,0,0,0,1,1,0,40.5,14,False,0,0
1,0,1,0,1,0,0,0,1,-37.5,1,True,0,0
1,0,1,0,1,0,0,1,0,33.5,43,False,0,0
1,0,1,0,0,0,1,0,1,23.5,41,True,0,0
1,0,1,0,0,1,0,1,0,13.5,15,False,0,0
1,0,1,0,1,0,0,0,1,-38.5,46,False,0,0
1,0,1,0,0,1,0,0,1,30.5,2,False,0,0
1,0,1,0,0,0,1,1,0,-41.5,32,False,0,0
1,0,1,0,0,1,0,0,1,41.5,9,False,0,0
1,0,1,0,1,0,0,1,0,4.5,40,False,0,0
1,0,1,0,0,1,0,1,0,40.5,28,True,0,0
1,0,0,1,0,1,0,0,1,-42.5,38,True,0,0
1,0,0,1,1,0,0,1,0,36.5,7,True,0,0
1,0,0,1,1,0,0,0,1,-40.5,22,False,0,0
1,0,0,1,1,0,0,0,1,38.5,22,False,0,0
1,0,0,1,1,0,0,0,1,-42.5,0,True,0,0
1,0,0,1,0,1,0,0,1,20.5,2,False,0,0
1,0,0,1,1,0,0,1,0,-10.5,43,False,0,0
1,0,0,1,1,0,0,0,1,29.5,41,False,0,0
1,0,0,1,0,1,0,0,1,40.5,30,True,0,0
1,0,0,1,0,1,0,1,0,-41.5,13,True,0,0
1,0,0,1,0,1,0,1,0,-41.5,37,False,0,0
1,0,0,1,1,0,0,0,1,-20.5,11,True,0,0
1,0,0,1,0,1,0,0,1,-39.5,22,True,0,0
1,0,0,1,1,0,0,1,0,-32.5,29,True,0,0
1,0,0,1,1,0,0,0,1,-37.5,1,True,0,0
1,0,0,1,1,0,0,0,1,36.5,44,True,0,0
1,0,0,1,1,0,0,0,1,37.5,3,True,0,0
1,0,0,1,1,0,0,1,0,4.5,35,True,0,0
1,0,0,1,1,0,0,1,0,39.5,7,True,0,1
1,0,0,1,0,0,1,1,0,-30.5,8,False,0,1
1,0,0,1,0,0,1,1,0,-31.5,8,True,0,1
1,0,0,1,1,0,0,1,0,40.5,37,True,0,1
1,0,0,1,0,0,1,1,0,42.5,13,False,0,0
1,0,0,1,1,0,0,0,1,-40.5,46,False,0,0
1,0,0,1,0,0,1,0,1,17.5,46,False,0,0
1,0,0,1,1,0,0,1,0,-12.5,40,True,0,0
1,0,0,1,1,0,0,0,1,40.5,47,False,0,0
1,0,0,1,0,0,1,1,0,-28.5,40,True,0,0
1,0,0,1,0,1,0,0,1,40.5,9,True,0,0
1,0,0,1,1,0,0,0,1,4.5,46,False,1,0
1,0,0,1,1,0,0,1,0,-40.5,43,False,1,0
1,0,0,1,1,0,0,0,1,36.5,47,False,1,0
1,0,0,1,0,0,1,1,0,-16.5,32,False,1,0
1,0,0,1,1,0,0,0,1,35.5,47,False,1,0
1,0,0,1,1,0,0,1,0,-24.5,40,True,0,0
1,0,0,1,0,1,0,1,0,-40.5,7,False,0,0
1,0,0,1,0,1,0,0,1,33.5,44,False,0,0
1,0,0,1,1,0,0,0,1,-39.5,33,False,0,0
1,0,0,1,1,0,0,1,0,-38.5,28,False,0,0
1,0,0,1,0,0,1,0,1,36.5,38,False,0,1
1,0,0,1,1,0,0,1,0,41.5,12,False,0,1
1,0,0,1,0,1,0,1,0,41.5,36,False,0,1
1,0,0,1,0,1,0,1,0,42.5,35,True,0,1
1,0,0,1,0,0,1,0,1,-41.5,22,False,0,0
1,0,0,1,1,0,0,1,0,-29.5,37,False,0,0
1,0,0,1,0,1,0,1,0,-40.5,8,False,0,0
1,0,0,1,1,0,0,0,1,37.5,44,False,0,0
1,0,0,1,1,0,0,1,0,-38.5,32,False,0,0
1,0,0,1,1,0,0,1,0,-30.5,40,False,0,0
1,0,0,1,0,1,0,1,0,41.5,28,False,0,0
1,0,0,1,0,1,0,1,0,41.5,7,False,0,0
1,0,0,1,1,0,0,1,0,40.5,7,False,0,0
1,0,0,1,1,0,0,0,1,-16.5,22,False,0,0
